HomePlanet;CryoSleep;Destination;Age;VIP;RoomService;FoodCourt;ShoppingMall;Spa;VRDeck;TravelGroupType;Deck;Number;Side
0;True;2;30.0;False;0.0;0.0;0.0;0.0;0.0;0;7;1;False
0;True;0;17.0;False;0.0;0.0;0.0;0.0;0.0;0;7;2;False
1;False;0;45.0;False;0.0;164.0;45.0;2511.0;855.0;0;2;3;False
0;True;0;55.0;False;0.0;0.0;0.0;0.0;0.0;2;7;3;False
0;True;2;4.0;False;0.0;0.0;0.0;0.0;0.0;2;7;3;False
0;True;1;21.0;False;0.0;0.0;0.0;0.0;0.0;2;7;3;False
2;False;0;21.0;False;970.0;0.0;180.0;0.0;64.0;2;6;10;False
2;True;0;19.0;False;0.0;0.0;0.0;0.0;0.0;2;6;10;False
0;False;2;35.0;False;790.0;0.0;0.0;0.0;0.0;0;5;1;True
0;False;0;56.0;False;0.0;112.0;0.0;1379.0;127.0;0;5;2;True
0;False;0;28.82793046746535;False;4.0;0.0;2.0;4683.0;0.0;0;7;6;True
0;False;0;25.0;False;0.0;0.0;1938.0;0.0;1.0;0;6;11;True
1;False;0;2.0;False;0.0;0.0;0.0;0.0;0.0;2;1;1;True
1;True;0;38.0;False;0.0;0.0;0.0;0.0;0.0;2;1;1;True
1;False;0;27.0;False;279.0;605.0;3374.0;286.0;3.0;2;1;1;True
0;True;1;36.0;False;0.0;0.0;0.0;0.0;0.0;0;7;7;True
0;False;0;22.0;False;45.0;1096.0;148.0;1377.0;1.0;0;6;12;True
0;False;0;62.0;False;0.0;592.0;0.0;17.0;25.0;0;6;13;True
2;True;0;15.0;False;0.0;0.0;0.0;0.0;0.0;1;6;14;True
2;True;0;33.0;False;0.0;0.0;0.0;0.0;0.0;1;5;3;True
0;False;0;62.0;False;1.0;153.0;197.0;0.0;460.0;0;7;6;False
0;True;1;0.0;False;0.0;0.0;0.0;0.0;0.0;2;7;10;True
0;False;0;18.0;False;1.0;258.0;446.0;0.0;0.0;2;7;10;True
0;False;2;21.0;False;1946.0;37.0;0.0;0.0;24.0;2;6;15;True
2;False;0;28.82793046746535;False;793.0;0.0;2.0;253.0;0.0;0;5;4;True
0;False;0;42.0;False;887.0;0.0;9.0;6.0;0.0;0;6;16;True
0;False;0;19.0;False;190.0;0.0;5.0;1.0;726.0;0;6;13;False
0;False;0;17.0;False;16.0;2165.0;0.0;0.0;52.0;0;6;14;False
0;False;0;14.0;False;0.0;1.0;0.0;0.0;1063.0;0;6;17;True
2;False;1;37.0;False;46.0;83.0;738.0;0.0;12.0;0;4;3;False
1;False;0;42.0;False;1.0;8397.0;0.0;0.0;506.0;0;3;3;True
2;False;0;27.0;False;147.0;0.0;1018.0;0.0;0.0;0;6;18;True
2;False;0;28.0;False;14.0;0.0;1295.0;0.0;0.0;0;6;15;False
1;False;0;38.0;False;0.0;5840.0;0.0;321.0;9654.0;0;3;4;True
0;True;0;13.0;False;0.0;0.0;0.0;0.0;0.0;0;7;13;True
2;False;0;42.0;False;7406.0;0.0;0.0;0.0;0.0;2;6;16;False
2;True;0;2.0;False;0.0;0.0;0.0;0.0;0.0;2;6;16;False
2;False;0;8.0;False;0.0;0.0;0.0;0.0;0.0;1;6;16;False
0;False;0;24.0;False;688.0;0.0;0.0;0.0;17.0;0;7;14;True
1;True;0;40.0;False;0.0;0.0;0.0;0.0;0.0;0;3;5;True
0;False;0;43.0;False;211.0;0.0;0.0;638.0;513.0;0;6;17;False
2;True;1;45.0;False;0.0;0.0;0.0;0.0;0.0;0;5;5;True
0;True;0;35.0;False;0.0;0.0;0.0;0.0;0.0;0;7;15;True
0;True;0;26.0;False;0.0;0.0;0.0;0.0;0.0;2;7;16;True
0;False;0;27.0;False;1.0;697.0;31.0;188.0;0.0;2;6;20;True
0;False;0;19.0;False;0.0;0.0;670.0;1.0;34.0;1;7;9;False
0;True;0;0.0;False;0.0;0.0;0.0;0.0;0.0;2;7;9;False
0;True;0;3.0;False;0.0;0.0;0.0;0.0;0.0;2;7;9;False
1;False;0;54.0;False;0.0;1208.0;0.0;3.0;637.0;0;1;2;True
0;False;0;26.0;False;0.0;856.0;5.0;32.0;0.0;2;7;11;False
0;False;0;26.0;False;0.0;2811.0;957.0;0.0;87.0;2;7;11;False
0;False;1;23.0;False;311.0;427.0;526.0;37.0;0.0;1;6;19;False
0;False;0;2.0;False;0.0;0.0;0.0;0.0;0.0;1;7;12;False
0;False;0;18.0;False;0.0;0.0;0.0;830.0;91.0;0;6;23;True
0;False;0;24.0;False;0.0;0.0;0.0;0.0;17.0;2;6;24;True
0;True;2;9.0;False;0.0;0.0;0.0;0.0;0.0;2;7;18;True
0;True;0;6.0;False;0.0;0.0;0.0;0.0;0.0;2;7;18;True
0;False;0;27.0;False;0.0;0.0;570.0;2.0;131.0;0;6;21;False
2;False;0;21.0;False;1743.0;5.0;17.0;0.0;0.0;0;4;2;True
0;True;0;23.0;False;0.0;0.0;0.0;0.0;0.0;2;7;19;True
0;False;0;31.0;False;562.0;0.0;326.0;0.0;0.0;1;7;19;True
0;False;0;0.0;False;0.0;0.0;0.0;0.0;0.0;2;7;19;True
1;False;0;32.0;False;0.0;410.0;6.0;3929.0;764.0;2;2;5;False
1;False;0;40.0;False;0.0;331.0;0.0;0.0;1687.0;1;2;5;False
1;False;0;42.0;False;2209.0;11418.0;0.0;1868.0;445.0;2;2;5;False
1;True;0;28.0;False;0.0;0.0;0.0;0.0;0.0;2;2;5;False
1;True;0;29.0;False;0.0;0.0;0.0;0.0;0.0;0;5;6;True
1;False;2;48.0;True;0.0;2537.0;87.0;17.0;13.0;0;2;1;True
0;False;0;64.0;False;0.0;0.0;804.0;0.0;0.0;0;6;23;False
0;False;0;27.0;False;82.0;157.0;429.0;238.0;1.0;0;7;20;True
2;False;0;26.0;False;0.0;0.0;0.0;0.0;0.0;0;6;24;False
1;False;0;33.0;False;1.0;2223.0;0.0;12.0;404.0;0;4;4;False
1;False;0;39.0;False;0.0;2344.0;0.0;65.0;6898.0;2;1;0;False
1;True;0;13.0;False;0.0;0.0;0.0;0.0;0.0;2;1;0;False
2;True;0;24.0;False;0.0;0.0;0.0;0.0;0.0;0;6;25;False
0;False;0;29.0;False;0.0;0.0;0.0;699.0;74.0;0;7;21;True
0;False;0;18.0;False;55.0;597.0;49.0;0.0;1.0;0;6;27;False
2;True;0;67.0;False;0.0;0.0;0.0;0.0;0.0;0;6;27;True
2;False;0;35.0;False;701.0;0.0;296.0;0.0;25.0;0;5;7;True
2;False;0;61.0;True;2353.0;334.0;9.0;316.0;2.0;2;4;3;True
2;False;0;45.0;False;2103.0;6.0;0.0;0.0;0.0;2;5;8;True
0;True;1;22.0;False;0.0;0.0;0.0;0.0;0.0;0;7;22;True
2;True;0;19.0;False;0.0;0.0;0.0;0.0;0.0;2;6;29;True
2;False;0;36.0;False;2738.0;0.0;0.0;0.0;0.0;2;4;5;True
0;False;0;19.0;False;0.0;14.0;730.0;0.0;0.0;0;7;17;False
0;False;1;47.0;False;97.0;418.0;126.0;25.0;55.0;0;7;23;True
0;True;0;13.0;False;0.0;0.0;0.0;0.0;0.0;2;7;18;False
0;False;0;34.0;False;0.0;22.0;0.0;564.0;207.0;2;5;5;False
1;True;2;35.0;False;0.0;0.0;0.0;0.0;0.0;0;3;6;True
0;True;0;24.0;False;0.0;0.0;0.0;0.0;0.0;1;7;19;False
0;False;0;26.0;False;440.0;0.0;0.0;0.0;462.0;1;6;29;False
2;False;0;31.0;False;0.0;0.0;97.0;0.0;0.0;0;6;30;False
0;False;0;20.0;False;0.0;420.0;210.0;0.0;0.0;0;6;31;True
0;False;0;56.0;False;0.0;0.0;0.0;0.0;0.0;0;7;25;True
0;True;0;50.0;False;0.0;0.0;0.0;0.0;0.0;0;7;26;True
2;False;0;42.0;False;1072.0;0.0;10.0;0.0;76.0;0;6;31;False
0;True;2;28.82793046746535;False;0.0;0.0;0.0;0.0;0.0;0;7;27;True
0;True;2;38.0;False;0.0;0.0;0.0;0.0;0.0;0;7;20;False
0;False;0;22.0;False;4119.0;0.0;0.0;0.0;61.0;0;7;22;False
1;True;0;26.0;False;0.0;0.0;0.0;0.0;0.0;2;2;8;False
1;True;0;17.0;False;0.0;0.0;0.0;0.0;0.0;2;2;8;False
0;False;0;57.0;False;50.0;1688.0;0.0;0.0;135.0;2;7;28;True
0;True;1;17.0;False;0.0;0.0;0.0;0.0;0.0;2;7;28;True
2;True;0;35.0;False;0.0;0.0;0.0;0.0;0.0;0;6;37;False
2;True;0;13.0;False;0.0;0.0;0.0;0.0;0.0;2;6;35;True
2;False;0;27.0;False;1365.0;0.0;48.0;22.0;137.0;2;6;35;True
0;True;0;31.0;False;0.0;0.0;0.0;0.0;0.0;0;7;23;False
0;False;0;24.0;False;0.0;0.0;0.0;221.0;567.0;0;5;10;True
0;True;1;19.0;False;0.0;0.0;0.0;0.0;0.0;0;7;30;True
0;True;0;32.0;False;0.0;0.0;0.0;0.0;0.0;0;7;24;False
0;False;0;58.0;False;0.0;985.0;0.0;5.0;0.0;0;5;11;True
0;False;2;21.0;False;287.0;0.0;16.0;115.0;175.0;0;6;38;False
1;False;0;38.0;False;0.0;10346.0;1.0;14970.0;2111.0;0;2;2;True
2;False;0;38.0;False;3414.0;0.0;161.0;28.0;119.0;0;4;6;True
0;False;0;19.0;False;1.0;219.0;673.0;2.0;11.0;2;7;26;False
0;False;0;0.0;False;0.0;0.0;0.0;0.0;0.0;2;7;26;False
0;False;0;3.0;False;0.0;0.0;0.0;0.0;0.0;2;7;26;False
0;False;0;20.0;False;0.0;0.0;3.0;299.0;92.0;0;7;27;False
1;True;0;24.0;False;0.0;0.0;0.0;0.0;0.0;0;3;3;False
0;False;0;37.0;False;17.0;146.0;426.0;0.0;232.0;0;6;36;True
0;False;0;25.0;False;62.0;0.0;0.0;0.0;956.0;0;7;28;False
0;True;0;56.0;False;0.0;0.0;0.0;0.0;0.0;0;7;31;True
0;False;2;49.0;False;84.0;3.0;401.0;202.0;98.0;0;5;8;False
0;True;2;11.0;False;0.0;0.0;0.0;0.0;0.0;0;7;32;True
0;True;0;1.0;False;0.0;0.0;0.0;0.0;0.0;2;7;29;False
0;False;0;8.0;False;0.0;0.0;0.0;0.0;0.0;2;7;29;False
0;False;0;39.0;False;0.0;0.0;10.0;898.0;0.0;2;7;29;False
2;True;0;2.0;False;0.0;0.0;0.0;0.0;0.0;2;6;41;False
2;False;0;23.0;False;0.0;0.0;8.0;1072.0;0.0;2;6;41;False
2;False;0;0.0;False;0.0;0.0;0.0;0.0;0.0;2;6;41;False
2;False;0;39.0;False;406.0;0.0;867.0;0.0;0.0;0;6;42;False
2;False;1;25.0;False;1052.0;0.0;719.0;0.0;7.0;0;4;5;False
1;False;0;36.0;False;0.0;972.0;0.0;795.0;575.0;0;3;5;False
0;False;1;52.0;False;0.0;0.0;0.0;0.0;0.0;0;7;30;False
0;True;0;18.0;False;0.0;0.0;0.0;0.0;0.0;0;7;33;True
0;True;0;15.0;False;0.0;0.0;0.0;0.0;0.0;0;7;31;False
1;True;0;35.0;False;0.0;0.0;0.0;0.0;0.0;2;2;3;True
1;True;0;47.0;False;0.0;0.0;0.0;0.0;0.0;2;2;3;True
1;True;2;45.0;False;0.0;0.0;0.0;0.0;0.0;2;2;9;False
1;False;2;28.82793046746535;False;0.0;2433.0;0.0;878.0;443.0;2;1;2;False
1;True;0;51.0;False;0.0;0.0;0.0;0.0;0.0;0;3;8;True
0;False;0;29.0;False;0.0;2.0;66.0;0.0;705.0;0;7;34;True
1;False;2;28.82793046746535;False;2.0;1720.0;12.0;1125.0;122.0;0;3;9;True
0;True;1;19.0;False;0.0;0.0;0.0;0.0;0.0;0;7;32;False
2;False;0;29.0;False;902.0;1.0;137.0;0.0;0.0;2;6;44;False
2;True;0;11.0;False;0.0;0.0;0.0;0.0;0.0;2;6;44;False
2;False;0;17.0;False;848.0;0.0;307.0;182.0;0.0;1;6;44;False
0;False;0;13.0;False;192.0;0.0;0.0;51.0;739.0;2;5;9;False
0;False;0;35.0;False;147.0;188.0;0.0;10.0;387.0;2;6;45;False
0;False;0;21.0;False;367.0;281.0;0.0;0.0;146.0;0;6;46;False
0;False;2;21.0;False;0.0;56.0;0.0;0.0;1918.0;0;6;40;True
0;False;0;38.0;False;1517.0;0.0;0.0;27.0;0.0;0;6;47;False
0;True;0;19.0;False;0.0;0.0;0.0;0.0;0.0;0;7;36;False
0;True;0;2.0;False;0.0;0.0;0.0;0.0;0.0;2;7;37;False
0;False;0;0.0;False;0.0;0.0;0.0;0.0;0.0;2;7;37;False
0;True;0;13.0;False;0.0;0.0;0.0;0.0;0.0;2;7;37;False
0;False;0;25.0;False;122.0;84.0;0.0;0.0;0.0;2;5;10;False
0;False;0;16.0;False;0.0;3.0;0.0;0.0;1099.0;2;6;48;False
0;False;2;1.0;False;0.0;0.0;0.0;0.0;0.0;2;7;37;False
0;True;0;15.0;False;0.0;0.0;0.0;0.0;0.0;2;7;37;False
2;False;2;21.0;False;2237.0;0.0;119.0;0.0;0.0;1;5;13;True
2;False;0;23.0;False;1215.0;80.0;1.0;2.0;0.0;2;5;13;True
2;False;0;33.0;False;1933.0;12.0;188.0;1.0;0.0;2;5;13;True
2;True;0;21.0;False;0.0;0.0;0.0;0.0;0.0;2;5;13;True
2;False;0;41.0;False;1230.0;0.0;301.0;43.0;1023.0;2;5;13;True
2;False;0;16.0;False;915.0;0.0;221.0;234.0;0.0;2;5;13;True
2;True;0;42.0;False;0.0;0.0;0.0;0.0;0.0;2;5;13;True
2;False;0;20.0;False;1406.0;0.0;0.0;11.0;0.0;2;6;41;True
2;True;0;24.0;False;0.0;0.0;0.0;0.0;0.0;1;6;41;True
2;True;0;16.0;False;0.0;0.0;0.0;0.0;0.0;2;5;14;True
0;False;0;21.0;False;0.0;2.0;665.0;0.0;9.0;0;7;35;True
2;False;0;32.0;True;181.0;0.0;5.0;1634.0;0.0;0;6;42;True
0;True;1;58.0;False;0.0;0.0;0.0;0.0;0.0;0;7;38;False
0;False;0;24.0;False;4.0;7.0;0.0;713.0;79.0;0;6;43;True
2;False;0;30.0;False;85.0;0.0;1.0;1720.0;0.0;0;6;44;True
0;True;1;27.0;False;0.0;0.0;0.0;0.0;0.0;0;7;36;True
2;False;0;32.0;False;56.0;0.0;256.0;1438.0;0.0;0;6;45;True
0;False;0;43.0;False;0.0;888.0;0.0;0.0;0.0;0;6;50;False
1;True;0;42.0;False;0.0;0.0;0.0;0.0;0.0;0;2;11;False
2;True;0;35.0;False;0.0;0.0;0.0;0.0;0.0;0;6;52;False
1;False;2;33.0;False;0.0;1249.0;0.0;4812.0;1116.0;0;5;11;False
0;True;0;21.0;False;0.0;0.0;0.0;0.0;0.0;0;7;37;True
2;True;0;43.0;False;0.0;0.0;0.0;0.0;0.0;2;6;47;True
2;True;2;14.0;False;0.0;0.0;0.0;0.0;0.0;2;6;47;True
1;False;2;46.0;False;0.0;3571.0;0.0;0.0;7.0;2;3;6;False
1;False;0;33.0;False;0.0;86.0;796.0;584.0;10912.0;2;3;6;False
2;False;0;21.0;False;2947.0;0.0;287.0;27.0;0.0;0;4;8;False
1;False;0;33.0;False;0.0;1.0;0.0;8620.0;1063.0;0;3;10;True
0;True;1;47.0;False;0.0;0.0;0.0;0.0;0.0;0;7;38;True
0;False;0;30.0;False;335.0;695.0;541.0;0.0;0.0;0;6;53;False
0;False;0;29.0;False;272.0;615.0;0.0;0.0;1.0;0;7;42;False
0;False;0;21.0;False;702.0;172.0;408.0;2.0;6.0;0;6;54;False
1;True;0;24.0;False;0.0;0.0;0.0;0.0;0.0;0;1;3;True
2;False;2;21.0;False;1664.0;0.0;0.0;0.0;0.0;2;6;49;True
2;True;0;60.0;False;0.0;0.0;0.0;0.0;0.0;2;6;49;True
0;False;0;22.0;False;0.0;0.0;313.0;299.0;92.0;0;6;50;True
1;False;0;26.0;False;0.0;4810.0;0.0;981.0;2054.0;0;5;16;True
0;False;0;26.0;False;66.0;29.0;0.0;0.0;803.0;0;6;56;False
0;True;0;28.0;False;0.0;0.0;0.0;0.0;0.0;0;7;43;False
1;True;0;39.0;False;0.0;0.0;0.0;0.0;0.0;0;4;8;True
0;False;0;13.0;False;118.0;0.0;0.0;754.0;1.0;0;6;51;True
0;False;2;47.0;False;0.0;231.0;592.0;0.0;0.0;0;6;52;True
0;False;0;63.0;False;0.0;25.0;128.0;0.0;1240.0;0;6;59;False
1;True;2;28.82793046746535;False;0.0;0.0;0.0;0.0;0.0;0;4;9;True
0;False;2;50.0;False;44.0;2390.0;0.0;53.0;0.0;0;6;61;False
0;False;0;35.0;False;0.0;0.0;0.0;888.0;0.0;2;7;45;False
0;False;0;45.0;False;0.0;97.0;0.0;14.0;333.0;2;7;45;False
0;False;0;19.0;False;0.0;0.0;2078.0;0.0;0.0;0;6;63;False
0;False;0;21.0;False;0.0;918.0;0.0;0.0;0.0;0;6;54;True
0;True;1;29.0;False;0.0;0.0;0.0;0.0;0.0;2;7;46;False
0;False;0;22.0;False;146.0;654.0;1.0;0.0;2.0;2;6;64;False
1;True;0;14.0;False;0.0;0.0;0.0;0.0;0.0;2;5;16;False
1;True;2;42.0;False;0.0;0.0;0.0;0.0;0.0;2;5;16;False
0;False;2;57.0;False;3.0;1281.0;29.0;162.0;13.0;0;6;65;False
1;True;2;39.0;False;0.0;0.0;0.0;0.0;0.0;2;2;12;False
1;False;0;28.0;False;0.0;587.0;32.0;6.0;1460.0;2;2;12;False
0;False;2;19.0;False;0.0;0.0;0.0;0.0;828.0;0;6;55;True
1;True;2;19.0;False;0.0;0.0;0.0;0.0;0.0;0;3;12;True
1;False;2;26.0;False;0.0;4458.0;0.0;1157.0;262.0;2;2;7;True
1;True;0;17.0;False;0.0;0.0;0.0;0.0;0.0;2;2;7;True
1;False;0;43.0;False;0.0;0.0;0.0;0.0;0.0;2;2;7;True
1;False;2;9.0;False;0.0;0.0;0.0;0.0;0.0;2;2;7;True
1;False;0;40.0;False;0.0;6500.0;88.0;1090.0;0.0;0;4;10;True
1;True;0;50.0;False;0.0;0.0;0.0;0.0;0.0;0;2;8;True
0;False;0;24.0;False;90.0;2.0;1324.0;17.0;0.0;0;7;47;False
1;True;2;57.0;False;0.0;0.0;0.0;0.0;0.0;0;1;3;False
0;False;0;23.0;False;0.0;0.0;15.0;0.0;1370.0;0;6;67;False
1;False;0;28.0;False;0.0;422.0;0.0;1851.0;5166.0;0;5;18;True
1;False;2;23.0;False;0.0;584.0;0.0;20.0;2469.0;0;3;7;False
0;False;0;23.0;False;368.0;175.0;259.0;1.0;101.0;0;5;19;True
0;False;0;18.0;False;0.0;0.0;1359.0;0.0;0.0;0;6;59;True
0;False;0;18.0;False;1194.0;0.0;157.0;6.0;0.0;0;6;60;True
0;False;1;60.0;False;7.0;540.0;1.0;0.0;4.0;2;6;68;False
0;True;2;28.82793046746535;False;0.0;0.0;0.0;0.0;0.0;2;7;50;False
0;False;2;49.0;False;331.0;0.0;0.0;318.0;0.0;2;6;68;False
0;False;2;0.0;False;0.0;0.0;0.0;0.0;0.0;2;7;50;False
0;False;2;26.0;False;386.0;0.0;74.0;0.0;1330.0;0;7;51;False
1;False;0;24.0;False;0.0;2628.0;0.0;170.0;0.0;2;2;9;True
1;True;0;20.0;False;0.0;0.0;0.0;0.0;0.0;2;2;9;True
0;False;0;18.0;False;0.0;2.0;0.0;0.0;0.0;2;7;44;True
0;False;0;21.0;False;0.0;5.0;3.0;0.0;0.0;2;7;44;True
0;True;1;13.0;False;0.0;0.0;0.0;0.0;0.0;0;7;45;True
0;True;2;43.0;False;0.0;0.0;0.0;0.0;0.0;0;7;53;False
0;True;0;29.0;False;0.0;0.0;0.0;0.0;0.0;0;7;47;True
1;False;0;2.0;False;0.0;0.0;0.0;0.0;0.0;2;3;14;True
1;False;0;32.0;False;247.0;4651.0;0.0;46.0;202.0;1;3;14;True
1;False;0;33.0;False;443.0;317.0;0.0;148.0;1260.0;2;3;14;True
0;False;0;25.0;False;0.0;0.0;251.0;0.0;552.0;0;6;72;False
2;True;2;29.0;False;0.0;0.0;0.0;0.0;0.0;0;6;73;False
2;False;0;29.0;False;5715.0;2.0;211.0;1476.0;0.0;0;6;62;True
0;False;0;44.0;False;695.0;1.0;16.0;0.0;0.0;0;6;74;False
2;True;2;2.0;False;0.0;0.0;0.0;0.0;0.0;2;6;63;True
2;False;0;19.0;False;417.0;349.0;634.0;3.0;1057.0;2;6;63;True
2;False;2;0.0;False;0.0;0.0;0.0;0.0;0.0;1;6;63;True
0;True;0;18.0;False;0.0;0.0;0.0;0.0;0.0;0;7;48;True
1;True;2;38.0;False;0.0;0.0;0.0;0.0;0.0;0;2;10;True
0;True;1;5.0;False;0.0;0.0;0.0;0.0;0.0;0;7;57;False
0;False;1;31.0;False;121.0;0.0;0.0;274.0;907.0;0;6;76;False
2;True;0;30.0;False;0.0;0.0;0.0;0.0;0.0;0;5;21;True
0;True;2;15.0;False;0.0;0.0;0.0;0.0;0.0;0;7;59;False
2;False;0;27.0;False;434.0;0.0;1434.0;0.0;0.0;0;6;64;True
2;False;0;22.0;False;142.0;2876.0;202.0;3.0;0.0;2;4;12;False
2;False;0;36.0;False;520.0;0.0;1865.0;0.0;0.0;2;4;12;False
0;True;1;14.0;False;0.0;0.0;0.0;0.0;0.0;0;7;60;False
2;False;0;23.0;False;2001.0;0.0;2975.0;0.0;0.0;0;6;78;False
1;True;2;36.0;False;0.0;0.0;0.0;0.0;0.0;0;2;15;False
0;False;0;41.0;False;0.0;1198.0;0.0;124.0;572.0;0;6;65;True
0;True;0;50.0;False;0.0;0.0;0.0;0.0;0.0;2;7;50;True
0;True;1;32.0;False;0.0;0.0;0.0;0.0;0.0;2;7;50;True
0;False;1;26.0;False;148.0;0.0;453.0;0.0;88.0;0;6;66;True
0;False;0;15.0;False;358.0;212.0;33.0;0.0;112.0;0;6;67;True
0;False;2;33.0;False;0.0;36.0;0.0;280.0;417.0;0;6;68;True
0;False;2;28.82793046746535;False;0.0;0.0;0.0;685.0;21.0;0;7;51;True
2;False;0;26.0;False;2832.0;107.0;4447.0;15.0;4.0;2;6;82;False
2;True;0;61.0;False;0.0;0.0;0.0;0.0;0.0;2;6;82;False
0;False;0;24.0;False;0.0;0.0;592.0;177.0;58.0;0;7;53;True
0;False;0;30.0;False;0.0;95.0;0.0;441.0;1023.0;0;6;83;False
2;True;0;24.0;False;0.0;0.0;0.0;0.0;0.0;0;6;84;False
0;False;0;24.0;False;0.0;5.0;0.0;2766.0;0.0;0;6;85;False
0;True;0;41.0;False;0.0;0.0;0.0;0.0;0.0;0;7;62;False
0;False;0;20.0;False;0.0;0.0;558.0;0.0;230.0;0;5;22;False
0;False;0;22.0;False;116.0;0.0;786.0;6.0;0.0;0;7;54;True
1;False;2;63.0;False;0.0;1068.0;0.0;176.0;8188.0;0;3;15;True
1;False;2;18.0;False;17.0;215.0;4.0;5132.0;697.0;2;2;11;True
1;True;2;21.0;False;0.0;0.0;0.0;0.0;0.0;2;2;11;True
1;False;0;79.0;False;5649.0;235.0;7.0;2579.0;2175.0;2;2;11;True
1;True;0;56.0;False;0.0;0.0;0.0;0.0;0.0;2;2;11;True
1;True;0;13.0;False;0.0;0.0;0.0;0.0;0.0;2;2;11;True
1;False;0;33.0;False;0.0;2491.0;6.0;1173.0;1059.0;2;2;11;True
1;True;0;32.0;False;0.0;0.0;0.0;0.0;0.0;2;2;11;True
0;False;0;31.0;False;198.0;0.0;591.0;0.0;164.0;0;7;63;False
1;True;2;18.0;False;0.0;0.0;0.0;0.0;0.0;2;2;16;False
1;True;2;38.0;False;0.0;0.0;0.0;0.0;0.0;2;2;16;False
0;False;0;28.0;False;82.0;773.0;0.0;3693.0;140.0;2;7;55;True
0;True;1;34.0;False;0.0;0.0;0.0;0.0;0.0;2;7;55;True
0;False;2;0.0;False;0.0;0.0;0.0;0.0;0.0;2;7;56;True
0;False;0;14.0;False;3.0;0.0;881.0;25.0;0.0;2;7;56;True
0;False;0;23.0;False;13.0;747.0;0.0;0.0;128.0;0;7;65;False
0;True;0;49.0;False;0.0;0.0;0.0;0.0;0.0;0;7;66;False
0;True;0;14.0;False;0.0;0.0;0.0;0.0;0.0;0;7;57;True
0;False;0;18.0;False;391.0;44.0;356.0;0.0;0.0;0;5;23;False
1;False;1;27.0;True;69.0;5728.0;0.0;0.0;987.0;0;3;9;False
0;False;0;48.0;False;0.0;111.0;0.0;1508.0;0.0;0;5;24;False
